"idformula","idherbsmed","ref"
"F01253","K00264","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01254","K00264","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01255","K00264","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01256","K00264","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01257","K00264","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F01258","K00264","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01259","K00264","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01260","K00264","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01249","K00264","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01250","K00264","続漢方あれこれ：大阪読売新聞社編（浪速社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01261","K00265","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01262","K00265","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01263","K00265","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01264","K00265","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01265","K00265","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01266","K00265","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01267","K00265","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01268","K00266","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01269","K00266","続漢方あれこれ：大阪読売新聞社編（浪速社）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01270","K00266","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F01271","K00266","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01272","K00266","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01273","K00266","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01274","K00266","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01275","K00266","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01276","K00266","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01277","K00267","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01278","K00267","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01279","K00267","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01280","K00267","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01281","K00268","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01282","K00268","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01283","K00268","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01284","K00268","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01285","K00268","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01286","K00269","実用漢方療法−現代医学の盲点をつく：藤平健著，昭和47.5.1，初版（保健同人社）"
"F01287","K00269","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01288","K00269","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01289","K00269","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01290","K00269","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01301","K00270","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01291","K00270","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F01292","K00270","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）；新撰類聚方：龍野一雄編，昭和34.10.1（漢方医学大系刊行会）"
"F01293","K00270","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01294","K00270","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01295","K00270","漢方古方要方解説：奥田謙蔵著，平成3.8.20，第6版（医道の日本社）"
"F01296","K00270","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01297","K00270","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01298","K00270","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01299","K00270","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01300","K00270","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01302","K00271","薬局製剤　漢方194方の使い方：埴岡博・滝野行亮共著，昭和63.9.30（薬業時報社）"
"F01303","K00271","続漢方あれこれ：大阪読売新聞社編（浪速社）"
"F01304","K00271","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01305","K00271","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01306","K00272","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方保険診療の実際—エキス剤を主とした：勝田正泰著，昭和55.1（パンサイエンス分室）"
"F01307","K00272","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01308","K00272","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01309","K00272","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01310","K00272","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01311","K00272","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01312","K00272","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01313","K00273","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01314","K00274","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01315","K00275","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01316","K00276","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01317","K00276","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01318","K00276","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01319","K00276","漢方古方要方解説：奥田謙蔵著，平成3.8.20，第6版（医道の日本社）"
"F01320","K00276","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01321","K00276","新撰類聚方：龍野一雄編，昭和34.10.1（漢方医学大系刊行会）"
"F01322","K00276","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01323","K00276","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01324","K00276","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01325","K00276","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01326","K00277","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01327","K00278","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01328","K00279","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01330","K00280","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01331","K00280","続漢方あれこれ：大阪読売新聞社編（浪速社）"
"F01332","K00280","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01333","K00280","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01334","K00280","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01335","K00280","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01336","K00280","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01337","K00280","成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F01338","K00280","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01339","K00280","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01340","K00280","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01341","K00280","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01342","K00280","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01329","K00280","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F01343","K00281","漢方医学処方解説：矢数道明著，昭和15.1.1（日本漢方医学会）"
"F01344","K00281","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F01345","K00281","続漢方あれこれ：大阪読売新聞社編（浪速社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01346","K00281","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01347","K00281","太平恵民和剤局方：陳師文等編著，1971年発行（商務印書館香港分室）"
"F01348","K00281","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F01349","K00281","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01350","K00281","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01351","K00281","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01352","K00282","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01357","K00283","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01358","K00283","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01359","K00283","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01360","K00283","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01361","K00283","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01353","K00283","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F01354","K00283","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01355","K00283","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01356","K00283","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01362","K00284","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）；金匱要略入門：森田幸門著，昭和43.1.15，第2版（森田漢方治療研究所）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01363","K00284","漢方治療提要：和田正系著，昭和49.4.1，贈訂第三第2刷（医道の日本社）"
"F01364","K00284","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01365","K00284","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01366","K00284","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01367","K00284","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01368","K00284","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01369","K00285","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01370","K00285","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01371","K00285","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01372","K00285","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01373","K00285","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01374","K00285","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01381","K00287","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01382","K00287","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01383","K00287","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01384","K00287","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01375","K00287","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01376","K00287","続漢方あれこれ：大阪読売新聞社編（浪速社）"
"F01377","K00287","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01378","K00287","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01379","K00287","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01380","K00287","漢方診療のレッスン：花輪壽彦著，平成7.9.25（金原出版）"
"F01385","K00288","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01386","K00288","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01387","K00288","備急千金要方：孫思邈編著，1955年影印本，1848年日本刊本（人民衛生出版社）"
"F01388","K00288","中国医学大辞典：謝観編著，1957.9，第5次印刷（商務印書館）"
"F01389","K00288","方苑：平岡水走編著，1811年刊本"
"F01390","K00288","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01391","K00289","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01392","K00290","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；実用漢方療法−現代医学の盲点をつく：藤平健著，昭和47.5.1，初版（保健同人社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01393","K00290","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01394","K00290","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01395","K00290","漢方の診かた治しかた：寺師睦濟著，昭和47.10.10，第4版（福村出版）"
"F01396","K00290","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01397","K00290","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01398","K00290","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01399","K00291","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01400","K00292","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01401","K00293","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；続漢方あれこれ：大阪読売新聞社編（浪速社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01402","K00293","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01403","K00294","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01404","K00294","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
