"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"4670","J04670","Sido Muncul Jampi","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4671","J04671","Sido Muncul Virgin Coconut Oil","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c672","2",""
"4672","J04672","Simunox","","","Keeping the body's immune","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c672","2",""
"4673","J04673","SM - Andeb","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4674","J04674","Sm Cholest","","","Reduce cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c672","2",""
"4675","J04675","SM DIABE","","","For diabetes melitus","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c672","2",""
"4676","J04676","SM Prosta Plus","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c672","2",""
"4677","J04677","Sovco","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c672","2",""
"4678","J04678","Suprasi","","","Helps on smoothing mother's milk. Help on maintaining healthy of breast feeding mother.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c672","2",""
"4679","J04679","Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4680","J04680","Tolak Angin (Obat Herbal Terstandar)","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4681","J04681","Tolak Angin 3 in 1","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4682","J04682","Tolak angin anak + Madu","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4683","J04683","Tolak Angin Flu","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4684","J04684","Tolak Angin SP","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4685","J04685","Triple Coco","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4686","J04686","Triple Fiber Sari Alang","","","Treating heartburn","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4687","J04687","Triple Fiber Slim (Minuman Pelangsing Alami)","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c672","2",""
"4688","J04688","Triple Health Tolak Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c672","2",""
"4689","J04689","Triple Vitali","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4690","J04690","Triple-S Kunyit Asam","","","Facilitate menstruation, body scent, refreshing and smoothing as well as streamline","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c672","2",""
"4691","J04691","Valisid","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4692","J04692","Xanthorrizid","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c672","2",""
"4693","J04693","X-tra Kool","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4694","J04694","Zedoaric","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c672","2",""
"4695","J04695","Minyak Telon Sidola","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c673","2",""
"4696","J04696","Jamu Sifa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c674","2",""
"4697","J04697","Good Life Odorless Garlic 3000","","","Treat high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c675","2",""
"4698","J04698","Black - X","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c676","2",""
"4699","J04699","Minyak Cengkeh Merak","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c676","2",""
"4700","J04700","Minyak Kayu Putih Merak","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c676","2",""
"4701","J04701","Aladina","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4702","J04702","Aladina Jamu Masuk Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c677","2",""
"4703","J04703","Aladina Plus","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4704","J04704","Biotonik","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4705","J04705","Jamu Godog Cap Gorila","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4706","J04706","Menpas","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4707","J04707","Minyak Kayu Putih Cap Gorila","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c677","2",""
"4708","J04708","Minyak Telon Cap Gorila","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c677","2",""
"4709","J04709","Sari Temulawak Liberty","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c677","2",""
"4710","J04710","Simorin","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c677","2",""
"4711","J04711","Ambecap (Yang Cheng Brand)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c678","2",""
"4712","J04712","Coralpect","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c678","2",""
"4713","J04713","Dekapect (Keliao Tan) Yang Cheng Brand","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c678","2",""
"4714","J04714","Rekmasul","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c678","2",""
"4715","J04715","Remadix","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c678","2",""
"4716","J04716","Minyak Gosok Naga","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c679","2",""
"4717","J04717","Ambepil A (Zhichangtang) Melastoma Brand","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4718","J04718","Ambepil B (Zhichangtang) Melastoma Brand","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4719","J04719","Andargi (Thu Zhung Jiang Ya)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4720","J04720","Ankoserine","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4721","J04721","Antagalin (Ren Shen Zai Zao Wan)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4722","J04722","Antaluk","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4723","J04723","Anten Tablet","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4724","J04724","Antra Kapsul ( Pien Tze Wuang Yen Tu Jing )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4725","J04725","Anturin (Neo Shi Lin)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4726","J04726","Astigar","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4727","J04727","Beuric (Niau Xua Wan)","","","Reduce levels of uric acid","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c680","2",""
"4728","J04728","Biodetab","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4729","J04729","Biolintab","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4730","J04730","Biominkap (Yunnan Paiyao)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4731","J04731","Bugar (Tienchi) Tablet","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4732","J04732","Cemara","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4733","J04733","Flamakap","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4734","J04734","Flamurat","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c680","2",""
"4735","J04735","Flungin (Melastoma Brand)","","","Relieving influenza symptoms : fever, headaches, respiratory problem, sneeze and ease sputum excression.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c680","2",""
"4736","J04736","Gentian","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4737","J04737","Gouric","","","Reduce levels of uric acid","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c680","2",""
"4738","J04738","Hepaliv Kapsul","","","Maintaining healthy liver function","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c680","2",""
"4739","J04739","Jakeni (Xiaoke Wan)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4740","J04740","Jamunis","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4741","J04741","Kaliman Tea (Kham Mao Liang Teh) Christo Brand","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4742","J04742","Kalpect","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4743","J04743","Kapsuma (Ginseng Kianpi Pill) Melastoma Brand","","","As a tonic to maintain health and help to improve stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4744","J04744","Kaptramin (Hok Lok Tjin Tan) (Melastoma Brand)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4745","J04745","Kardiokap (Naw Xin Kang Capsule)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4746","J04746","Lancar Haid (Tong Jing Bao)","","","To treat pain with urination, urine launched so as to prevent occurrence of bladder stones and clean channel.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c680","2",""
"4747","J04747","Lingci Pelangsing","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c680","2",""
"4748","J04748","Liparkap (Christo Brand)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4749","J04749","Mahkota Dewa (Melastoma Brand)","","","Useful in treating such diseases in the series of uric acid, high blood pressure, liver, allergies, kidneys, skin diseases and also may increase stamina and as supportive therapy in cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c680","2",""
"4750","J04750","Pegal Linu (Koo Yao Yuen)","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4751","J04751","Pilandar ( Tung Shueh Pill )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4752","J04752","Pilanhaid (Wu Chi Pai Feng Wan)","","","For women who experience vaginal discharge, often white bleeding, stomach felt heartburn, face pale and limp body, also remove the smell of the less savory.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c680","2",""
"4753","J04753","Pilantimag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c680","2",""
"4754","J04754","Provitas","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4755","J04755","Provitas Sehat Pria","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4756","J04756","Regalin ( Feng Thong Pao )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4757","J04757","Relanu (Tang Kwi Mao Ce Wan)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4758","J04758","Rencok Tablet ( Qigong Q.S Dan )","","","Effective to relieves muscles and joints pain.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4759","J04759","Renkap (Hua Tao Sie Lin)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4760","J04760","Repell Capsul (Bon Strong Shu Jin Wan)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4761","J04761","Rhenalcap","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4762","J04762","Rheumalin (Shio Lim Hongsewan)","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4763","J04763","Saklim 808 (Kapsul Chuan Lien Siau Yen)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4764","J04764","Sari Bunga She She Cao","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c680","2",""
"4765","J04765","Tablet Pegal Linu (Shien Chao Fung She Yen)","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4766","J04766","Tienchi (Bugar) Tablet","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c680","2",""
"4767","J04767","Delipo X`tra Sanzha Plum","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4768","J04768","King To Nin Jiom Pei Pa Koa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4769","J04769","Lang Lang Sari Plus Rasa Jeruk","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4770","J04770","Larutan Panas Dalam Cap Deligo","","","Relieve heartburn","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4771","J04771","Larutan Panas Dalam Cap Pistol","","","Relieve heartburn","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4772","J04772","Larutan Penyegar Cap Badak Extra","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4773","J04773","Larutan Penyegar Cap Badak Plus","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4774","J04774","Larutan Penyegar Espe (Rasa Sirsak)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4775","J04775","Lasegar Espe (Rasa Nanas)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4776","J04776","Lasegar Plus (Rasa Jeruk Nipis)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4777","J04777","Magic Horse 1000","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c681","2",""
"4778","J04778","Teangin Cap Badak","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c681","2",""
"4779","J04779","Sis Trong","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c682","2",""
"4780","J04780","Biocurfat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4781","J04781","BP","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4782","J04782","DEHAF","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4783","J04783","Glukonatur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4784","J04784","Laxing Tea","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4785","J04785","Vascur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c683","2",""
"4786","J04786","CINUBET","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4787","J04787","DEHAF","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4788","J04788","Diapet","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4789","J04789","Diapet NR","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4790","J04790","Greges","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4791","J04791","Lamens","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4792","J04792","Laxing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4793","J04793","Lipicur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4794","J04794","Neocur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4795","J04795","Oriza Plus","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c684","2",""
"4796","J04796","Cardigad","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c685","2",""
"4797","J04797","Lipidon","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c685","2",""
"4798","J04798","Primunox","","","Keeping the body's immune","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c685","2",""
"4799","J04799","Rexital Female","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c685","2",""
"4800","J04800","Rigotin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c685","2",""
"4801","J04801","Anstrep","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c686","2",""
"4802","J04802","Antrexol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c686","2",""
"4803","J04803","Pectum","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c686","2",""
"4804","J04804","Songgolangit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c687","2",""
"4805","J04805","Bioxit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c688","2",""
"4806","J04806","Dobes","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c688","2",""
"4807","J04807","Ou Tea","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c689","2",""
"4808","J04808","AnFat Capsules","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c690","2",""
"4809","J04809","Angintik","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c690","2",""
"4810","J04810","Diartik","","","Relieve diarrhea","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c690","2",""
"4811","J04811","Herbachilina","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c690","2",""
"4812","J04812","Kolestik","","","Lowering cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c690","2",""
"4813","J04813","Pill Angintik","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c690","2",""
"4814","J04814","Pill Muratik","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c690","2",""
"4815","J04815","Pill Penyegar","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c690","2",""
"4816","J04816","Ta Khe (Sehat Pria)","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c690","2",""
"4817","J04817","Minyak Kayu Putih Cap Gading","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c691","2",""
"4818","J04818","Minyak Kayu Putih Safecare","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c691","2",""
"4819","J04819","Minyak Telon Cap Gading","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c691","2",""
"4820","J04820","Minyak Telon Plus Cap Gading","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c691","2",""
"4821","J04821","Cenkudu","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c692","2",""
"4822","J04822","Kapsul At - Thahir","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c692","2",""
"4823","J04823","Teh Ashihah","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c692","2",""
"4824","J04824","Povco","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c693","2",""
"4825","J04825","Tekasol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c694","2",""
"4826","J04826","Jin Zeng","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c695","2",""
"4827","J04827","Morivit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c695","2",""
"4828","J04828","Aroma kaki Tiga Daun (Fu Shen Yu)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c696","2",""
"4829","J04829","Balsem Tangga","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c696","2",""
"4830","J04830","Minyak Gosok Cap Green Door","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c696","2",""
"4831","J04831","Minyak Gosok Tiga Daun","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c696","2",""
"4832","J04832","Betano","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c697","2",""
"4833","J04833","Diartan","","","Relieve diarrhea","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c697","2",""
"4834","J04834","Jankasa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c697","2",""
"4835","J04835","Jungin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c697","2",""
"4836","J04836","Kabena","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c697","2",""
"4837","J04837","Kolesano","","","Lowering cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c697","2",""
"4838","J04838","Kukulan (Jerawat)","","","Reduce and prevent acne","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c697","2",""
"4839","J04839","Muratik","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c697","2",""
"4840","J04840","Muratkap","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c697","2",""
"4841","J04841","Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c697","2",""
"4842","J04842","Singset Ayu","","","For reducing the excessive body fat.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c697","2",""
"4843","J04843","Minyak gosok Cap Tawon","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c698","2",""
"4844","J04844","Minyak Gosok Cap Tawon Spesial","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c698","2",""
"4845","J04845","Minyak kayu putih cap tawon","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c698","2",""
"4846","J04846","Biosan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4847","J04847","De Cough Syrup","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4848","J04848","Fluke","","","Relieving influenza symptoms : fever, headaches, respiratory problem, sneeze and ease sputum excression.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c699","2",""
"4849","J04849","GINKONA","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4850","J04850","Hemaron","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4851","J04851","Libilon","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4852","J04852","Sariana Syrup","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4853","J04853","Sismag Syrup","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c699","2",""
"4854","J04854","Terra Cream","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4855","J04855","TRIVITAN TABLET","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4856","J04856","Venarin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4857","J04857","Wacopa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c699","2",""
"4858","J04858","Diacyl","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c700","2",""
"4859","J04859","Rheumacyl Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c700","2",""
"4860","J04860","Wybert Batuk","","","Cure cough","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c700","2",""
"4861","J04861","Wybert Sariawan","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c700","2",""
"4862","J04862","Biang Adem","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c701","2",""
