"idcrude","sname","name_en","name_loc1","name_loc2","gname","position","effect","effect_loc","comment","ref"
"S01058","Thymus vulgaris Herba","Thyme","Tem","","Thymus vulgaris L","Herb","All plant: cough medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01059","Thymus vulgaris Oleum","Thyme","Tem","","Thymus vulgaris L","Oil","All plant: cough medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01060","Tinospora crispa Caulis","-","Bratawali","","Tinospora crispa Miers","Stem","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01061","Tinospora Rumphii Caulis","-","Bratawali","","Tinospora rumphii Boerl","Stem","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01062","Tinospora tuberculata Caulis","-","Bratawali","","Tinospora tuberculata Beumee","Stem","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01063","Tinospora tuberculata Cortex","-","Bratawali","","Tinospora tuberculata Beumee","Bark","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01064","Tinospora tuberculata Fructus","-","Bratawali","","Tinospora tuberculata Beumee","Fruit","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01065","Tinospora tuberculata Herba","-","Bratawali","","Tinospora tuberculata Beumee","Herb","Trunk: scabies medicine, fever, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01066","Tribulus terrestris Folium","Puncture Vine","Tribulus terrestris","","Tribulus terrestris","Leaf","Seed: stimulates blood circulation, treating impotency in males, nocturnal emissions, gonorrhoea and incontinence of urine, treating painful urination, gout and kidney diseases. Plant: anticancer. Flowers: leprosy. Stems: scabious skin diseases and psoriasis. Dried and concocted fruits: congestion, gas, headache, liver, ophthalmia and stomatitis.","","-","http://www.pfaf.org/database/plants.php?Tribulus+terrestris"
"S01067","Tribulus terrestris Fructus","Puncture Vine","Tribulus terrestris","","Tribulus terrestris","Fruit","Seed: stimulates blood circulation, treating impotency in males, nocturnal emissions, gonorrhoea and incontinence of urine, treating painful urination, gout and kidney diseases. Plant: anticancer. Flowers: leprosy. Stems: scabious skin diseases and psoriasis. Dried and concocted fruits: congestion, gas, headache, liver, ophthalmia and stomatitis.","","-","http://www.pfaf.org/database/plants.php?Tribulus+terrestris"
"S01068","Tribulus terrestris Herba","Puncture Vine","Tribulus terrestris","","Tribulus terrestris","Herb","Seed: stimulates blood circulation, treating impotency in males, nocturnal emissions, gonorrhoea and incontinence of urine, treating painful urination, gout and kidney diseases. Plant: anticancer. Flowers: leprosy. Stems: scabious skin diseases and psoriasis. Dried and concocted fruits: congestion, gas, headache, liver, ophthalmia and stomatitis.","","-","http://www.pfaf.org/database/plants.php?Tribulus+terrestris"
"S01069","Tribulus terrestris Radix","Puncture Vine","Tribulus terrestris","","Tribulus terrestris","Root","Seed: stimulates blood circulation, treating impotency in males, nocturnal emissions, gonorrhoea and incontinence of urine, treating painful urination, gout and kidney diseases. Plant: anticancer. Flowers: leprosy. Stems: scabious skin diseases and psoriasis. Dried and concocted fruits: congestion, gas, headache, liver, ophthalmia and stomatitis.","","-","http://www.pfaf.org/database/plants.php?Tribulus+terrestris"
"S01070","Trichosanthes kirilowii Radix","Chinese Cucumber","Trichosanthes Root","","Trichosanthes kirilowii Maxim.","Root","Thrist in febrile disease; dry cough due to heat in the lung; diabetes caused by internal heat; sores and abscess.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01071","Trichosanthes kirilowii Semen","Chinese Cucumber","Trichosanthes Root","","Trichosanthes kirilowii Maxim.","Seed","Thrist in febrile disease; dry cough due to heat in the lung; diabetes caused by internal heat; sores and abscess.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01072","Trichosanthes kirilowii Tubera","Chinese Cucumber","Trichosanthes Root","","Trichosanthes kirilowii Maxim.","Tuber","Thrist in febrile disease; dry cough due to heat in the lung; diabetes caused by internal heat; sores and abscess.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01073","Tridax procumbens Folium","Eclipta","Orang-aring","","Tridax procumbens L.","Leaf","Stems and leaves: upset stomach, malaria.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01074","Trifolium pratense Fructus","Red Clover","Red Clover","","Trifolium pratense L.","Fruit","All kinds of skin conditions and disorders, treatment of spasmodic coughs, certain menopause related disorders and problems.","","-","www.herbs2000.com"
"S01075","Trigonella foenum-graecum Herba","Fenugreek","Klabet","","Trigonella foenum-graecum L.","Herb","To warm the kidney, dispel cold, and relieve pain.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01076","Trigonella foenum-graecum Semen","Fenugreek","Klabet","","Trigonella foenum-graecum L.","Seed","To warm the kidney, dispel cold, and relieve pain.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01077","Triticum vulgare Amylum","Wheat","Gandum","","Triticum vulgare Vill.","Flour","Adenopathy (f; JLH); Aegilops (f; PH2); Alcoholism (f; BIB); Anorexia (f; KAB); Aposteme (f; JLH); Arthrosis (f; JLH); Biliousness (f; KAB); Bleeding (f; BIB); Bruise (f; BIB); Burn (f; BIB); Callus (f; JLH); Cancer (1; BIB; JLH); Cancer, abdomen (1; JLH); Cancer, breast (1; JLH); Cancer, colon (1; JLH); Cancer, foot (1; JLH); Cancer, joint (1; JLH); Cancer, parotid (1; JLH); Cancer, sinus (1; JLH); Cancer, skin (1; JLH); Cancer, spleen (1; JLH); Cancer, testicle (1; JLH); Cancer, tonsil (1; JLH); Cancer, uterus (1; JLH); Cancer, whitlow (f; JLH); Cardiopathy (f; BIB); Colitis (2; BGB; SHT); Condyloma (f; PH2); Constipation (2; BGB; BIB; KAB; PH2; SHT); Corn (f; JLH); Dermatosis (1; PH2); Diarrhea (f; BIB); Diverticulosis (2; BIB; SHT); Dysentery (f; BIB); IBS (2; BGB); Epistaxis (f; BIB); Fever (f; BIB); Flux (f; BIB); Fracture (f; BIB); Gravel (f; BIB); Heatstroke (f; BIB); Hematuria (f; BIB); Hemoptysis (f; BIB); Incontinence (f; BIB); Induration (f; JLH); Inflammation (1; PH2); Insomnia (f; BIB); Itch (f; PH2); Leprosy (f; BIB); Leukorrhea (f; BIB); Mastosis (f; JLH); Metrorrhagia (f; BIB); Nervousness (f; BIB); Neurasthenia (f; BIB); Night Sweats (f; BIB); Orchosis (f; JLH); Osteosis (f; BIB); Pain (f; JLH); Scald (f; BIB); Smallpox (f; BIB); Sore (f; JLH); Sting (f; BIB); Swelling (f; BIB); Syphilis (f; BIB); Tonsilosis (f; JLH); Tuberculosis (f; BIB; KAB); Ulcer (f; JLH); VD (f; BIB); Wart (f; JLH); Wound (f; BIB).","","-","Handbook of Herbal Medicine"
"S01078","Turnera aphrodisiaca Folium","Damiana","Damiana","","Turnera aphrodisiaca L.","Leaf","Amaurosis (f; CRC); Amenorrhea (f; MAD); Anxiety (f; APA); Asthma (f; APA); Atony (f; MAD); Bronchosis (f; CRC); Catarrh (f; CRC); Cholecystosis (f; CRC); Cold (f; CRC; PED); Colic (f; MAD); Constipation (f; APA; CRC; SKY); Cough (f; APA; CRC; PED); Depression (f; APA; SKY); Diabetes (f; APA; CRC); Diarrhea (f; MAD); Dysentery (f; CRC); Dysmenorrhea (f; APA; CRC; MAD; PED); Dyspepsia (f; CAN; CRC); Enuresis (f; CRC; PED); Headache (f; APA; CRC; MAD; PED); Frigidity (f; APA); Impotence (f; APA; CRC; PHR; PH2); Incontinence (f; MAD); Infertility (f; CRC); Insomnia (f; MAD); Migraine (f; CRC; MAD); Nephrosis (f; APA; PED); Neurasthenia (f; CRC; MAD); Neurosis (f; CRC; MAD); Orchosis (f; CRC); Paralysis (f; CRC; MAD); Prostatosis (f; MAD); Spermatorrhea (f; CRC; MAD); Stomachache (f; CRC); Syphilis (f; CRC); Water Retention (f; CRC; GMH; PED).","","-","Handbook of Herbal Medicine"
"S01079","Tussilago farfara Flos","Coltsfoot","Common Coltsfoot","","Tussilago farfara L.","Flower","Acute or chronic cough with dyspnea and copious expectoration; hemoptysis in consumptive diseases.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01080","Typhonium divaricatum Tubera","Li Tou Cao","Keladi Tikus","","Typhonium divaricatum","Tuber","-","","-","-"
"S01081","Typhonium flagelliforme Tubera","Li Tou Cao","Keladi Tikus","","Typhonium flagelliforme (Lodd.) Bl.","Tuber","-","","-","-"
"S01082","Ulmus rubra Cortex","Slippery Elm","Slippery Elm","","Ulmus rubra","Bark","Tartness, diarrhea, gastroenteritis, colic (stomach pain), burning sensation in the gut, constipation, hemorrhoids, diverticulitis, tetchy or irritable bowel diseases, ease pain and irritation in the stomach, intestines, kidneys and the urinary tract, treating problems related to the reproductive as well as the respiratory system.","","-","www.herbs2000.com"
"S01083","Uncaria gambir Folium","Gambir, Pale Catechu","Gambir","","Uncaria gambir (Hunter.) Roxb.","Leaf","Headache, dizziness, convulsion, eclampsia, hypertension.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01084","Uncaria gambir Herba","Gambir, Pale Catechu","Gambir","","Uncaria gambir (Hunter.) Roxb.","Herb","Headache, dizziness, convulsion, eclampsia, hypertension.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01085","Uncaria rhynchophylla Herba","Gambir, Pale Catechu","Gambir","","Uncaria rhynchophylla (Miq.) Jacks.","Herb","Headache, dizziness, convulsion, eclampsia, hypertension.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01086","Usnea barbata Herba","Usnea","Kayu Angin","","Usnea barbata Fries.","Herb","All plant: cold, dysentery, sprue, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01087","Usnea dasypoga Herba","Usnea","Kayu Angin","","Usnea dasypoga","Herb","All plant: cold, dysentery, sprue, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01088","Usnea misaminensis Herba","Usnea","Kayu Angin","","Usnea misaminensis (Vain) Not.","Herb","All plant: cold, dysentery, sprue, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01089","Usnea misaminensis Lignum","Usnea","Kayu Angin","","Usnea misaminensis (Vain) Not.","Wood","All plant: cold, dysentery, sprue, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01090","Vaccaria segetalis Semen","Cow Cockle","Cowherb","","Vaccaria segetalis (Neck.) Garcke","Seed","Galactostasis, amenorrhea, dysmenorrhea, mastitis with swelling and pain of the breast.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01091","Vaccinium myrtillus Fructus","Bilberry","Billberry","","Vaccinium myrtillus L.","Fruit","Treatment of diarrhea affecting children, oral disorders and throat problems, varicose veins, to treat chronic hemorrhoids  and to treat fragility in the capillary system.","","-","www.herbs2000.com"
"S01092","Valeriana hardwickii Radix","Valerian","Valerian","","Valeriana hardwickii Wall.","Root","Roots: cramp relief, headache drugs.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01093","Valeriana javanica Radix","Valerian","Valerian","","Valeriana javanica (Bl) DC.","Root","Roots: tranquilizers, high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01094","Vanilla planifolia Fructus","Vanilla","Panili","","Vanilla planifolia Andrew","Fruit","Fruit: headache drugs, cosmetics ingredients.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01095","Verbascum thapsus Folium","Mullein","Mulein","","Verbascum thapsus","Leaf","Treatment of pectoral complaints, stimulating the coughing up of phlegm, treatment for tracheitis and bronchitis. Leaves and flowers: chest complaints, diarrhoea. Leaves: ulcers, tumours and piles. Flowers: earache.","","-","http://www.pfaf.org/database/plants.php?Verbascum+thapsus"
"S01096","Vernonia cinerea Folium","Shang Han Cao","Salentrong","","Vernonia cinerea Less.","Leaf","-","","-","-"
"S01097","Vetiveria zizanioides Radix","Vetiver, Khus Khus","Larasetu","","Vetiveria zizanioides","Root","Roots: rheumatic drugs, prevent insects, cosmetics raw materials.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01098","Vinca roseae Radix","Rosy Periwinkle","Tapak Dara","","Vinca roseae","Root","Leaf: high blood pressure medicine, malaria, constipation, diabetes. Roots: irregular menstruation.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01099","Viola hirta Folium","-","Viola","","Viola hirta L.","Leaf","Leaf: diuretic, diaphoretic, high blood pressure medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01100","Vitex agnus-castus Fructus","Chasteberry","Chaste tree","","Vitex agnus-castus","Fruit","Regulation of female hormones, treating menstrual problems, increase production of milk.","","-","www.herbs2000.com"
"S01101","Vitex agnus-castus Herba","Chasteberry","Chaste tree","","Vitex agnus-castus","Herb","Regulation of female hormones, treating menstrual problems, increase production of milk.","","-","www.herbs2000.com"
"S01102","Vitex negundo Oleum","Five-Leaved Chaste Tree, Huang Jing","Negundo Chastetree","","Vitex negundo L. var. cannabifolia (Sieb. et Zucc.) Hand. -Mazz.","Oil","Chronic bronchitis with cough and asthma.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01103","Vitex trifolia Folium","Mu Jing Chi","Legundi","","Vitex trifolia L","Leaf","Leaf: helminthic, childbed fever, typhus, irregular menstruation, diuretic, diaphoretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01104","Vitex trifolia Fructus","Mu Jing Chi","Legundi","","Vitex trifolia L","Fruit","Leaf: helminthic, childbed fever, typhus, irregular menstruation, diuretic, diaphoretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01105","Vitis quadricornuta Lignum","Grape","Anggur","","Vitis quadricornuta (non Miq.) Back.","Wood","Leaf: diuretic, siphilis, scabies, headache and sore throat.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01106","Vitis vinifera Fructus","Grape","Anggur","","Vitis vinifera L.","Fruit","Leaf: diuretic, siphilis, scabies, headache and sore throat.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01107","Vitis vinifera Semen","Grape","Anggur","","Vitis vinifera L.","Seed","Leaf: diuretic, siphilis, scabies, headache and sore throat.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01108","Wolfiporia extensa Herba","Fu Ling, Indian Bread","Tuckahoe","","Wolfiporia extensa (Peck) Ginns","Herb","-","","-","-"
"S01109","Woodfordia floribunda Cortex","-","Sidawayah","","Woodfordia floribunda Salisb.","Bark","Fruit: new injury drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01110","Woodfordia floribunda Flos","-","Sidawayah","","Woodfordia floribunda Salisb.","Flower","Fruit: new injury drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01111","Woodfordia floribunda Folium","-","Sidawayah","","Woodfordia floribunda Salisb.","Leaf","Fruit: new injury drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01112","Woodfordia floribunda Fructus","-","Sidawayah","","Woodfordia floribunda Salisb.","Fruit","Fruit: new injury drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01113","Woodfordia floribunda Rhizoma","-","Sidawayah","","Woodfordia floribunda Salisb.","Rhizome","Fruit: new injury drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01114","Xanthium sibricum Fructus","Siberian Cocklebur","Siberian Cocklebur","","Xanthium sibricum Patr.","Fruit","Headache caused by windcold; sinusitis with nasal discharge; urticaria with itching; arthritis with muscle contracture caused by damp.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S01115","Xylocarpus granatum Cortex","-","Nyirih","","Xylocarpus granatum","Bark","-","","-","-"
"S01116","Zanthoxylum acanthopodium Folium","Prickly Ash","Andaliman","","Zanthoxylum acanthopodium","Leaf","Amenorrhea (f; MAD); Anemia (1; JAD; FNF); Arthrosis (f; DEM); Asthma (f; PH2); Ataxia (f; FEL); Atherosclerosis (f; MAD); Backache (f; DEM); Bleeding (f; DEM); Bronchosis (f; DEM); Burn (f; DEM); Cancer (1; FAD; HH3; HOX; JAD); Candida (1; FNF); Cardiopathy (f; DEM; FAD); Catarrh (f; FEL); Cholera (f; FEL); Coccus (f; MAD); Cold (f; DEM; FAD; HH3); Colic (f; FEL; HH3; PH2); Constipation (f; FEL); Convulsion (f; DEM); Cough (f; DEM; FAD; PH2); Cramp (f; CAN; HHB; MAD; PH2); Diarrhea (f; PH2); Dropsy (f; FEL); Dysentery (f; FAD); Dysmenorrhea (f; FEL; MAD); Dyspepsia (f; FAD; FEL; PH2); Earache (F; HH3); Enterosis (f; FEL); Fever (f; CAN; DEM; FEL; MAD; PHR; PH2); Gas (f; FEL; PH2); Gastrosis (f; FEL); Gonorrhea (f; DEM; HH3); Headache (f; PH2); Helicobacter (1; X9781854); Hemiplegia (f; FEL; MAD); High Blood Pressure (1; APA); Hip Ache (f; MAD); Hypotension (f; PHR; PH2); Hysteria (f; HH3; MAD); Impaired Peripheral Circulation (f; CAN); Inflammation (1; APA; PHR; PH2); Intermittent Claudication (f; CAN); Ischiosis (f; HH3; MAD); Itch (f; DEM); Leprosy (f; PH2); Leukorrhea (f; MAD); Lumbago (f; FEL; MAD); Malaria (f; FEL); Mucososis (f; FEL); Myalgia (f; FEL); Nephrosis (f; DEM; FAD); Neuralgia (f; FEL; MAD); Neurosis (f; FAD; HH3; MAD); Ophthalmia (f; PH2); Otosis (f; HH3; PH2); Ovariosis (f; MAD); Pain (1; APA; DEM); Pancreatosis (f; FAD); Paralysis (f; FEL; PH2); Pharyngosis (f; FEL); Pulmonosis (f; DEM; FAD); Raynaud's Syndrome (f; CAN); Rheumatism (f; APA; CAN; DEM; FAD; FEL; MAD; PHR; PH2); Scrofula (f; FEL); Sickle Cell (1; JAD; FNF); Sore (f; FEL); Sore Throat (f; DEM; FAD; FEL; HH3); Stomatosis (f; FEL); Syphilis (f; FEL; HH3; MAD); Tonsilosis (f; DEM; FAD); Toothache (1; DEM; FAD; FEL; FNF; JAD; MAD; PH2); Torticollis (f; FEL); Tuberculosis (f; DEM); Typhoid (f; FEL); Ulcer (1; X9781854); VD (f; DEM; FEL); Vomiting (f; DEM); Worm (f; DEM; PH2); Yeast (1; FNF).","","-","Handbook of Herbal Medicine"
"S01117","Zanthoxylum acanthopodium Fructus","Prickly Ash","Andaliman","","Zanthoxylum acanthopodium","Fruit","Amenorrhea (f; MAD); Anemia (1; JAD; FNF); Arthrosis (f; DEM); Asthma (f; PH2); Ataxia (f; FEL); Atherosclerosis (f; MAD); Backache (f; DEM); Bleeding (f; DEM); Bronchosis (f; DEM); Burn (f; DEM); Cancer (1; FAD; HH3; HOX; JAD); Candida (1; FNF); Cardiopathy (f; DEM; FAD); Catarrh (f; FEL); Cholera (f; FEL); Coccus (f; MAD); Cold (f; DEM; FAD; HH3); Colic (f; FEL; HH3; PH2); Constipation (f; FEL); Convulsion (f; DEM); Cough (f; DEM; FAD; PH2); Cramp (f; CAN; HHB; MAD; PH2); Diarrhea (f; PH2); Dropsy (f; FEL); Dysentery (f; FAD); Dysmenorrhea (f; FEL; MAD); Dyspepsia (f; FAD; FEL; PH2); Earache (F; HH3); Enterosis (f; FEL); Fever (f; CAN; DEM; FEL; MAD; PHR; PH2); Gas (f; FEL; PH2); Gastrosis (f; FEL); Gonorrhea (f; DEM; HH3); Headache (f; PH2); Helicobacter (1; X9781854); Hemiplegia (f; FEL; MAD); High Blood Pressure (1; APA); Hip Ache (f; MAD); Hypotension (f; PHR; PH2); Hysteria (f; HH3; MAD); Impaired Peripheral Circulation (f; CAN); Inflammation (1; APA; PHR; PH2); Intermittent Claudication (f; CAN); Ischiosis (f; HH3; MAD); Itch (f; DEM); Leprosy (f; PH2); Leukorrhea (f; MAD); Lumbago (f; FEL; MAD); Malaria (f; FEL); Mucososis (f; FEL); Myalgia (f; FEL); Nephrosis (f; DEM; FAD); Neuralgia (f; FEL; MAD); Neurosis (f; FAD; HH3; MAD); Ophthalmia (f; PH2); Otosis (f; HH3; PH2); Ovariosis (f; MAD); Pain (1; APA; DEM); Pancreatosis (f; FAD); Paralysis (f; FEL; PH2); Pharyngosis (f; FEL); Pulmonosis (f; DEM; FAD); Raynaud's Syndrome (f; CAN); Rheumatism (f; APA; CAN; DEM; FAD; FEL; MAD; PHR; PH2); Scrofula (f; FEL); Sickle Cell (1; JAD; FNF); Sore (f; FEL); Sore Throat (f; DEM; FAD; FEL; HH3); Stomatosis (f; FEL); Syphilis (f; FEL; HH3; MAD); Tonsilosis (f; DEM; FAD); Toothache (1; DEM; FAD; FEL; FNF; JAD; MAD; PH2); Torticollis (f; FEL); Tuberculosis (f; DEM); Typhoid (f; FEL); Ulcer (1; X9781854); VD (f; DEM; FEL); Vomiting (f; DEM); Worm (f; DEM; PH2); Yeast (1; FNF).","","-","Handbook of Herbal Medicine"
"S01118","Zanthoxylum acanthopodium Oleum","Prickly Ash","Andaliman","","Zanthoxylum acanthopodium","Oil","Amenorrhea (f; MAD); Anemia (1; JAD; FNF); Arthrosis (f; DEM); Asthma (f; PH2); Ataxia (f; FEL); Atherosclerosis (f; MAD); Backache (f; DEM); Bleeding (f; DEM); Bronchosis (f; DEM); Burn (f; DEM); Cancer (1; FAD; HH3; HOX; JAD); Candida (1; FNF); Cardiopathy (f; DEM; FAD); Catarrh (f; FEL); Cholera (f; FEL); Coccus (f; MAD); Cold (f; DEM; FAD; HH3); Colic (f; FEL; HH3; PH2); Constipation (f; FEL); Convulsion (f; DEM); Cough (f; DEM; FAD; PH2); Cramp (f; CAN; HHB; MAD; PH2); Diarrhea (f; PH2); Dropsy (f; FEL); Dysentery (f; FAD); Dysmenorrhea (f; FEL; MAD); Dyspepsia (f; FAD; FEL; PH2); Earache (F; HH3); Enterosis (f; FEL); Fever (f; CAN; DEM; FEL; MAD; PHR; PH2); Gas (f; FEL; PH2); Gastrosis (f; FEL); Gonorrhea (f; DEM; HH3); Headache (f; PH2); Helicobacter (1; X9781854); Hemiplegia (f; FEL; MAD); High Blood Pressure (1; APA); Hip Ache (f; MAD); Hypotension (f; PHR; PH2); Hysteria (f; HH3; MAD); Impaired Peripheral Circulation (f; CAN); Inflammation (1; APA; PHR; PH2); Intermittent Claudication (f; CAN); Ischiosis (f; HH3; MAD); Itch (f; DEM); Leprosy (f; PH2); Leukorrhea (f; MAD); Lumbago (f; FEL; MAD); Malaria (f; FEL); Mucososis (f; FEL); Myalgia (f; FEL); Nephrosis (f; DEM; FAD); Neuralgia (f; FEL; MAD); Neurosis (f; FAD; HH3; MAD); Ophthalmia (f; PH2); Otosis (f; HH3; PH2); Ovariosis (f; MAD); Pain (1; APA; DEM); Pancreatosis (f; FAD); Paralysis (f; FEL; PH2); Pharyngosis (f; FEL); Pulmonosis (f; DEM; FAD); Raynaud's Syndrome (f; CAN); Rheumatism (f; APA; CAN; DEM; FAD; FEL; MAD; PHR; PH2); Scrofula (f; FEL); Sickle Cell (1; JAD; FNF); Sore (f; FEL); Sore Throat (f; DEM; FAD; FEL; HH3); Stomatosis (f; FEL); Syphilis (f; FEL; HH3; MAD); Tonsilosis (f; DEM; FAD); Toothache (1; DEM; FAD; FEL; FNF; JAD; MAD; PH2); Torticollis (f; FEL); Tuberculosis (f; DEM); Typhoid (f; FEL); Ulcer (1; X9781854); VD (f; DEM; FEL); Vomiting (f; DEM); Worm (f; DEM; PH2); Yeast (1; FNF).","","-","Handbook of Herbal Medicine"
"S01119","Zanthoxylum americanum Cortex","Prickly Ash","Angelica Tree","","Zanthoxylum americanum Mill.","Bark","To seek relief from toothaches, cure rheumatism, treating arthritis, to treat disorders such as the dry mouth, tooth decay  and toxic shock syndrome or circulatory failures caused by toxins, relieving gas, curing diarrhea  and toning up or neutralizing the digestive system, cure leg ulcers and insistent pelvic inflammatory disorder.","","-","www.herbs2000.com"
"S01120","Zea mays Amylum","Corn Silk","Jagung","","Zea mays L","Flour","Seed: reproduce asi, kidney stones drug, childbed fever, heart medicine, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01121","Zea mays Rhizoma","Corn Silk","Jagung","","Zea mays L","Rhizome","Seed: reproduce asi, kidney stones drug, childbed fever, heart medicine, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01122","Zea mays Semen","Corn Silk","Jagung","","Zea mays L","Seed","Seed: reproduce asi, kidney stones drug, childbed fever, heart medicine, diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01123","Zingiber amaricans Rhizoma","-","Lempuyang","","Zingiber amaricans Bl","Rhizome","Rhizome: drug fever, rheumatism, abdominal pain.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01124","Zingiber aromaticum Rhizoma","-","Lempuyang Wangi","","Zingiber aromaticum Val","Rhizome","Rhizome: cold medicine, abdominal pain, hemorrhoids, shortness of breath, cold, colitis, cholera, malaria, weak nerve medicine, gout, helminthic, blood enhancer, appetite enhancer.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01125","Zingiber cassumunar Rhizoma","-","Bangle","","Zingiber cassumunar Roxb.","Rhizome","Rhizome: drug fever, abdominal pain, constipation, cold, helminthic, gout.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01126","Zingiber littoralis Rhizoma","-","Lempuyang Pahit","","Zingiber littoralis Val.","Rhizome","-","","-","-"
"S01127","Zingiber officinale Oleum","Ginger","Jahe","","Zingiber officinale Rosc","Oil","Rhizome: belly salve, cough medicine, rheumatism, antidote.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01128","Zingiber officinale Rhizoma","Ginger","Jahe","","Zingiber officinale Rosc","Rhizome","Rhizome: belly salve, cough medicine, rheumatism, antidote.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01129","Zingiber officinale var Rubra Rhizoma","Ginger","Jahe Merah","","Zingiber officinale Rosc var Rubra","Rhizome","Rhizome: belly salve, cough medicine, rheumatism, antidote.","","-","http://www.iptek.net.id/ind/pd_tanobat/"
"S01130","Zingiber purpureum Rhizoma","-","Bangle","","Zingiber purpureum Roxb","Rhizome","Rhizome: drug fever, abdominal pain, constipation, cold, helminthic, gout.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01131","Zingiber zerumbet Rhizoma","Qiu Jiang (Ginger)","Lempuyang Gajah","","Zingiber zerumbet SM","Rhizome","Rhizome: itch medicine, abdominal pain, ulcers, dysentery, shortness of breath, hemorrhoids, anthelmintic, appetite enhancer.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S01132","Ziziphus jujuba Fructus","Jujube, Common Jujube, Chinese Date","Chinese Date","","Ziziphus jujuba Mill.","Fruit","Anorexia, lassitude and loose stools in deficiency syndromes of the spleen; hysteria in women.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
